,Entry Time,Exit Time,Symbol,Direction,Entry,Exit
0,2017-12-30 18:38:00,2017-12-30 22:08:00,BCHUSD,LONG,2257.99,2323.02
1,2017-12-30 22:52:00,2017-12-30 23:32:00,BCHUSD,LONG,2338.96,2320.07
2,2017-12-31 00:06:00,2017-12-31 02:18:00,BCHUSD,LONG,2250.0,2362.13
3,2017-12-31 03:34:00,2017-12-31 04:12:00,BCHUSD,LONG,2413.95,2335.0
4,2017-12-31 04:52:00,2017-12-31 05:04:00,BCHUSD,LONG,2333.0,2313.01
5,2017-12-31 06:24:00,2017-12-31 07:00:00,BCHUSD,LONG,2303.11,2280.46
6,2017-12-31 07:12:00,2017-12-31 08:16:00,BCHUSD,LONG,2306.43,2292.99
7,2017-12-31 10:36:00,2017-12-31 11:28:00,BCHUSD,LONG,2275.0,2316.0
8,2017-12-31 15:46:00,2017-12-31 17:02:00,BCHUSD,LONG,2362.0,2436.52
9,2017-12-31 17:26:00,2017-12-31 20:28:00,BCHUSD,LONG,2440.0,2418.26
10,2017-12-31 21:24:00,2017-12-31 22:20:00,BCHUSD,LONG,2417.99,2411.33
11,2017-12-31 22:40:00,2018-01-01 01:06:00,BCHUSD,LONG,2410.93,2349.21
12,2018-01-01 01:48:00,2018-01-01 02:54:00,BCHUSD,LONG,2321.84,2325.0
13,2018-01-01 06:08:00,2018-01-01 07:16:00,BCHUSD,LONG,2339.99,2390.83
14,2018-01-01 07:38:00,2018-01-01 09:12:00,BCHUSD,LONG,2380.98,2360.1
15,2018-01-01 10:28:00,2018-01-01 15:26:00,BCHUSD,LONG,2365.0,2324.96
16,2018-01-02 22:18:00,2018-01-03 01:48:00,BCHUSD,LONG,2574.96,2574.29
17,2018-01-03 03:30:00,2018-01-03 05:24:00,BCHUSD,LONG,2598.99,2663.8
18,2018-01-03 09:08:00,2018-01-03 09:30:00,BCHUSD,LONG,2643.19,2602.0
19,2018-01-03 12:02:00,2018-01-03 12:54:00,BCHUSD,LONG,2608.33,2575.99
